,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,EMPLOYEES_NON_COMMERCIAL,ENROLLMENT_RANGE,CAPACITY_BEDS_RANGE,NUMBER_OF_SCHOOLS_RANGE,OPERATION_TYPE,OWNERSHIP_TYPE,NUMBER_OF_MEALS_PER_DAY_RANGE,AVERAGE_DAILY_CENSUS
857,NORTH RIVER COUNSELING INC-SBSTNC ABUSE,769 PLAIN ST,MARSHFIELD,MA,2050,25023,PLYMOUTH,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
858,MARSHFIELD PUBLIC SCHOOL DISTRICT,76 S RIVER ST,MARSHFIELD,MA,2050,25023,PLYMOUTH,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
859,EAMES WAY ELEMENTARY SCHOOL,165 EAMES WAY,MARSHFIELD,MA,2050,25023,PLYMOUTH,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PUBLIC,251 TO 500,102.0
860,MEDFIELD COUNCIL ON AGING SENIOR CENTER,459 MAIN ST,MEDFIELD,MA,2052,25021,NORFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
861,THOMAS UPHAM HOUSE,519 MAIN ST,MEDFIELD,MA,2052,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,40.0
862,MEDWAY SENIOR CENTER,76 OAKLAND ST,MEDWAY,MA,2053,25021,NORFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
863,MEDWAY COUNTRY MANOR,115 HOLLISTON ST,MEDWAY,MA,2053,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,105.0
864,MASSACHUSETTS CORRECTIONAL INST-NORFOLK,PO BOX 43,NORFOLK,MA,2056,25021,NORFOLK,1122.0,PRISONS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
865,BAY STATE CORRECTIONAL CENTER,PO BOX 73,NORFOLK,MA,2056,25021,NORFOLK,1122.0,PRISONS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
866,PONDVILLE CORRECTIONAL CENTER,PO BOX 146,NORFOLK,MA,2056,25021,NORFOLK,1122.0,PRISONS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
867,NORFOLK SENIOR CENTER,PO BOX 161,NORFOLK,MA,2056,25021,NORFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
868,CAMP MEADOWCROFT,260 BOWKER ST,NORWELL,MA,2061,25023,PLYMOUTH,1122.0,"CENTERS FOR CHILDREN, SUMMER CAMPS",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
869,SOUTHWOOD AT NORWELL NURSING CENTER,501 CORDWAINER DR,NORWELL,MA,2061,25023,PLYMOUTH,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,136.0
870,NORWELL KNOLL NURSING HOME,329 WASHINGTON ST,NORWELL,MA,2061,25023,PLYMOUTH,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,66.0
871,NORWELL KINDERCARE LEARNING CENTER,380 WASHINGTON ST,NORWELL,MA,2061,25023,PLYMOUTH,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
872,NORWELL PUBLIC SCHOOLS,322 MAIN ST,NORWELL,MA,2061,25023,PLYMOUTH,1122.0,SCHOOL DISTRICTS,1-250,2001 TO 5000,NOT APPLICABLE,3 TO 5,UNCODED,PUBLIC,>2000,102.0
873,EXPLORATION SUMMER CAMP,PO BOX 368,NORWOOD,MA,2062,25021,NORFOLK,1122.0,"CENTERS FOR CHILDREN, SUMMER CAMPS",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
874,BILLINGS HUMAN SERVICES-SUBSTANCE ABUSE,275 PROSPECT ST,NORWOOD,MA,2062,25021,NORFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
875,VICTORIA HAVEN NURSING FACILITY,137 NICHOLS ST,NORWOOD,MA,2062,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,27.0
876,GOLDEN LIVING CENTER OF NORWOOD,460 WASHINGTON ST,NORWOOD,MA,2062,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,>2000,94.0
877,CHARLWELL HOUSE NURSING HOME,305 WALPOLE ST,NORWOOD,MA,2062,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,117.0
878,CARITAS NORWOOD HOSPITAL,800 WASHINGTON ST,NORWOOD,MA,2062,25021,NORFOLK,1122.0,HOSPITALS,1000+,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,SODEXO,UNCODED,>2000,120.1
879,ITT TECHNICAL INSTITUTE,333 BOSTON PROVIDENCE TPKE,NORWOOD,MA,2062,25021,NORFOLK,1122.0,TECHNICAL AND TRADE SCHOOLS,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,251 TO 500,102.0
880,THE ELLIS NURSING AND REHAB CENTER,135 ELLIS AVE,NORWOOD,MA,2062,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,>2000,159.0
881,NORFOLK ADULT DAY HEALTH CENTER,595 PLEASANT ST,NORWOOD,MA,2062,25021,NORFOLK,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,UNCODED,251 TO 500,102.0
882,FINE MORTUARY COLLEGE,150 KERRY PL,NORWOOD,MA,2062,25021,NORFOLK,1122.0,2 YEAR COLLEGE & UNIVERSITIES,UNCODED,250 AND LESS,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,101 TO 250,102.0
883,LIFECARE CENTER OF THE SOUTH SHORE,PO BOX 830,SCITUATE,MA,2066,25023,PLYMOUTH,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,115.0
884,SCITUATE PUBLIC SCHOOL DISTRICT,606 CHIEF JUSTICE CUSHING HWY,SCITUATE,MA,2066,25023,PLYMOUTH,1122.0,SCHOOL DISTRICTS,1-250,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
885,CARDIGAN NURSING HOME,59 COUNTRY WAY,SCITUATE,MA,2066,25023,PLYMOUTH,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,55.0
886,SHARON COUNCIL ON AGING SENIOR CENTER,PO BOX 20,SHARON,MA,2067,25021,NORFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
887,EPOCH SENIOR HEALTHCARE OF SHARON,259 NORWOOD ST,SHARON,MA,2067,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,1001 TO 2000,61.0
888,SHARON COUNTRY DAY CAMP,438 S MAIN ST,SHARON,MA,2067,25021,NORFOLK,1122.0,"CENTERS FOR CHILDREN, SUMMER CAMPS",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
889,HORIZONS FOR YOUTH CAMP,121 LAKEVIEW ST,SHARON,MA,2067,25021,NORFOLK,1122.0,"CENTERS FOR CHILDREN, SUMMER CAMPS",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
890,KINDERCARE LEARNING CENTER 1669,700 S MAIN ST,SHARON,MA,2067,25021,NORFOLK,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
891,STOUGHTON COUNCIL ON AGING-SENIOR CENTER,PO BOX 582,STOUGHTON,MA,2072,25021,NORFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
892,NEW ENGLAND SINAI HOSPITAL AND REHAB CTR,150 YORK ST,STOUGHTON,MA,2072,25021,NORFOLK,1122.0,HOSPITALS,501-750,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,>2000,177.6
893,STRIAR JEWISH COMM CTR ECC-AFTER SCHL,445 CENTRAL ST,STOUGHTON,MA,2072,25021,NORFOLK,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
894,STOUGHTON EXTENDED DAY AND PRESCHOOL,137 WALNUT ST,STOUGHTON,MA,2072,25021,NORFOLK,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
895,GODDARD REHABILITATION NURSING CENTER,909 SUMNER ST,STOUGHTON,MA,2072,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,58.0
896,COPLEY AT STOUGHTON NURSING CENTER,380 SUMNER ST,STOUGHTON,MA,2072,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,114.0
897,BLUE HILLS ALZHEIMERS CARE CENTER,1044 PARK ST,STOUGHTON,MA,2072,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,>2000,86.0
898,WALPOLE COUNCIL ON AGING SENIOR CENTER,135 SCHOOL ST,WALPOLE,MA,2081,25021,NORFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
899,WALPOLE PUBLIC SCHOOL DISTRICT,135 SCHOOL ST,WALPOLE,MA,2081,25021,NORFOLK,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
900,CLARK HOUSE FACILITY,30 LONGWOOD DR,WESTWOOD,MA,2090,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,66.0
901,MULBERRY CHILD CARE AND PRESCHOOL,200 PROVIDENCE HWY,WESTWOOD,MA,2090,25021,NORFOLK,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
902,WESTWOOD KINDERCARE LEARNING CENTER,411 PROVIDENCE HWY,WESTWOOD,MA,2090,25021,NORFOLK,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,501 TO 1000,102.0
903,DOWNEY STREET ELEMENTARY SCHOOL,250 DOWNEY ST,WESTWOOD,MA,2090,25021,NORFOLK,1122.0,PRIMARY SCHOOL,UNCODED,250 AND LESS,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PUBLIC,101 TO 250,102.0
904,WESTWOOD SENIOR CENTER,210 NAHATAN ST,WESTWOOD,MA,2090,25021,NORFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
905,WESTWOOD PUBLIC SCHOOL DISTRICT,220 NAHATAN ST,WESTWOOD,MA,2090,25021,NORFOLK,1122.0,SCHOOL DISTRICTS,1-250,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
906,WM E SHEEHAN INTERMEDIATE ELEMENTARY SCH,549 POND ST,WESTWOOD,MA,2090,25021,NORFOLK,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,251 TO 500,102.0
907,WESTWOOD LODGE HOSPITAL,45 CLAPBOARDTREE ST,WESTWOOD,MA,2090,25021,NORFOLK,1122.0,HOSPITALS,251-500,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,UNCODED,1001 TO 2000,192.3
908,WRENTHAM SENIOR CENTER,PO BOX 480,WRENTHAM,MA,2093,25021,NORFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
909,SERENITY HILL NURSING AND REHAB CENTER,655 DEDHAM ST,WRENTHAM,MA,2093,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,41.0
910,SCHOOLS OUT-WRENTHAM,120 TAUNTON ST,WRENTHAM,MA,2093,25021,NORFOLK,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
911,MAPLES REHAB AND NURSING CENTER,90 TAUNTON ST,WRENTHAM,MA,2093,25021,NORFOLK,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,135.0
912,SPEECH PATHOLOGY-AUDIOLOGY DEPARTMENT,PO BOX 823,BOSTON,MA,2103,25025,SUFFOLK,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
913,BOSTON PUBLIC SCHOOL DISTRICT,26 COURT ST,BOSTON,MA,2108,25025,SUFFOLK,1122.0,SCHOOL DISTRICTS,1000+,OVER 5000,NOT APPLICABLE,10 AND PLUS,UNCODED,PUBLIC,>2000,102.0
914,SUFFOLK UNIVERSITY,8 ASHBURTON PL,BOSTON,MA,2108,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,OVER 5000,NOT APPLICABLE,NOT APPLICABLE,ARAMARK,PRIVATE,>2000,102.0
915,ROBERT F KENNEDY CHILDREN ACTION CORPS,11 BEACON ST,BOSTON,MA,2108,25025,SUFFOLK,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
916,ADCARE OUTPATIENT CLINIC-SBSTNC ABUSE,14 BEACON ST,BOSTON,MA,2108,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
917,BOSTON ALCOHOL-SUBSTANCE ABUSE PROGRAMS,30 WINTER ST,BOSTON,MA,2108,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
918,NEW ENGLAND COLLEGE OF FINANCE,10 HIGH ST,BOSTON,MA,2110,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,501 TO 1000,102.0
919,URBAN COLLEGE OF BOSTON,178 TREMONT ST,BOSTON,MA,2111,25025,SUFFOLK,1122.0,2 YEAR COLLEGE & UNIVERSITIES,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,OTHER CONTRACTED,PRIVATE,501 TO 1000,102.0
920,BRIDGE TROUBLED WATERS-SUBSTANCE ABUSE,47 WEST ST,BOSTON,MA,2111,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
921,RED OAK AFTER SCHOOL PROGRAM,885 WASHINGTON ST,BOSTON,MA,2111,25025,SUFFOLK,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
922,FLOATING HOSPITAL-CHILDRENS FACILITY,750 WASHINGTON ST,BOSTON,MA,2111,25025,SUFFOLK,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
923,TUFTS UNIVERSITY-SCHOOL OF DENTAL MEDICINE,1 KNEELAND ST,BOSTON,MA,2111,25025,SUFFOLK,1122.0,AFFILIATED BUILDINGS,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,251 TO 500,102.0
924,TUFTS NEW ENGLAND MEDICAL CENTER,750 WASHINGTON ST,BOSTON,MA,2111,25025,SUFFOLK,1122.0,HOSPITALS,1000+,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,>2000,241.2
925,SPAN-SUBSTANCE ABUSE SERVICE,105 CHAUNCY ST,BOSTON,MA,2111,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
926,TUFTS UNIVERSITY-SCHOOL OF MEDICINE,136 HARRISON AVE,BOSTON,MA,2111,25025,SUFFOLK,1122.0,AFFILIATED BUILDINGS,UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,51 TO 100,102.0
927,BOSTON ASIAN YOUTH ESSENTIAL SVCS-AODA,199 HARRISON AVE,BOSTON,MA,2111,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
928,NORTH END WEST END/NSC,1 MICHELANGELO ST,BOSTON,MA,2113,25025,SUFFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
929,SPAULDING REHABILITATION HOSP NETWORK,125 NASHUA ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,HOSPITALS,751-999,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,UNCODED,>2000,147.0
930,SUFFOLK COUNTY JAIL,200 NASHUA ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,PRISONS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
931,BAY COVE SUBSTANCE ABUSE TREATMENT CTR,66 CANAL ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
932,STEP INC-SUBSTANCE ABUSE TREATMENT PRGMS,131 BEVERLY ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
933,ERICH LINDEMANN MENTAL HEALTH CENTER,25 STANIFORD ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,HOSPITALS,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
934,SHRINERS HOSPITAL FOR CHILDREN,51 BLOSSOM ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,HOSPITALS,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
935,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,HOSPITALS,1000+,NOT APPLICABLE,501 TO 1000,NOT APPLICABLE,SELF-OPERATED,UNCODED,>2000,757.5
936,MASSACHUSETTS EYE AND EAR INFIRMARY,325 CAMBRIDGE ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,HOSPITALS,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
937,NEIGHBORHOOD ACTION SENIOR CENTER,35 BOWDOIN ST,BOSTON,MA,2114,25025,SUFFOLK,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
938,BEHRAKIS HEALTH SCIENCE CENTER,30 LEON ST,BOSTON,MA,2115,25025,SUFFOLK,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
939,NEW ENGLAND COLLEGE OF OPTOMETRY,424 BEACON ST,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,251 TO 500,102.0
940,FENWAY COMM HEALTH CENTER-DETOX CLINIC,7 HAVILAND ST,BOSTON,MA,2115,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
941,BOSTON ARCHITECTURAL CENTER COLLEGE,320 NEWBURY ST,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,1001 TO 2000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,1001 TO 2000,102.0
942,HOME FOR LITTTLE WANDERERS-SBSTNC ABUSE,271 HUNTINGTON AVE,BOSTON,MA,2115,25025,SUFFOLK,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
943,NORTHEASTERN UNIVERSITY,360 HUNTINGTON AVE,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,OVER 5000,NOT APPLICABLE,NOT APPLICABLE,COMPASS,PRIVATE,>2000,102.0
944,NEW ENGLAND CONSERVATORY OF MUSIC,290 HUNTINGTON AVE,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,ARAMARK,PUBLIC,501 TO 1000,102.0
945,SCHOOL OF THE MUSEUM OF FINE ARTS,230 FENWAY,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,COMPASS,PRIVATE,501 TO 1000,102.0
946,CHILDRENS HOSPITAL-BOSTON,300 LONGWOOD AVE,BOSTON,MA,2115,25025,SUFFOLK,1122.0,HOSPITALS,1000+,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,SODEXO,UNCODED,>2000,273.8
947,EMMANUEL COLLEGE,400 FENWAY,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,1001 TO 2000,NOT APPLICABLE,NOT APPLICABLE,COMPASS,RELIGIOUS,1001 TO 2000,102.0
948,MASSACHUSETTS COLLEGE OF ART,621 HUNTINGTON AVE,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,1001 TO 2000,NOT APPLICABLE,NOT APPLICABLE,COMPASS,PUBLIC,1001 TO 2000,102.0
949,HARVARD SCHOOL OF DENTAL MEDICINE,188 LONGWOOD AVE,BOSTON,MA,2115,25025,SUFFOLK,1122.0,AFFILIATED BUILDINGS,UNCODED,250 AND LESS,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,101 TO 250,102.0
950,MASSACHUSETTS COLLEGE OF PHARMACY-HEALTH SCIENCE,179 LONGWOOD AVE,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,2001 TO 5000,NOT APPLICABLE,NOT APPLICABLE,COMPASS,PRIVATE,>2000,102.0
951,SIMMONS COLLEGE,300 FENWAY,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,2001 TO 5000,NOT APPLICABLE,NOT APPLICABLE,ARAMARK,PRIVATE,>2000,102.0
952,WENTWORTH INSTITUTE OF TECHNOLOGY,550 HUNTINGTON AVE,BOSTON,MA,2115,25025,SUFFOLK,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,2001 TO 5000,NOT APPLICABLE,NOT APPLICABLE,COMPASS,PRIVATE,>2000,102.0
